content,text_clean,label,jumlah_kata
ketikan tidak bisa diperbaiki,fungsinya masih sama,Netral,4
tolong dong ini kenapa Gemini ku rusak benerin dong,tolong gemini rusak benerin,Positif,4
sangat ngebantu aku buat ide ide menarik,sangat ngebantu ide ide menarik,Positif,5
terima kasih banyak atas bantuannya,terima kasih bantuannya,Positif,3
"baguss dan sesuai keinginan, sy suka",baguss sesuai suka,Positif,3
aplikasinya mantap dan membantu pengunna hp android😊,aplikasinya mantap membantu pengunna hp android,Positif,6
suka memuat gambar ai di dalam google gemini pas bukan hanya sekedar cuman mereka duluan,proses pembaruan versi sedang berjalan,Netral,11
kurang jelas penjelasannya,kurang jelas penjelasannya,Negatif,3
Baik sekali dan bermanfaat,baik bermanfaat,Positif,2
cukup baik kalau bisa perbanyak lagi waktunya,cara ganti bahasa di pengaturan,Netral,3
sangat bagus dan menarik,sangat bagus menarik,Positif,3
"Terimakasih Gemini, karena mu aku bisa dapat juara🤭🤭🤭🤭",terimakasih gemini mu bisa juara,Positif,5
kadang tidak respon ketika saya bilang ok Google,proses pembaruan versi sedang berjalan,Netral,6
satset mudah di gunakan,satset mudah,Netral,2
sangat bagus dan baik digunakan,fungsinya masih sama,Netral,3
kenapa ga bisa gunain ai ini hadeh,tidak bisa gunain ai hadeh,Negatif,5
penjelasan nya sangat cerdas,penjelasan sangat cerdas,Positif,3
"sy baru mau coba, moga appnya bagus dan mantap👍",coba moga appnya bagus mantap,Positif,5
respon cepat tepat dan akurat,respon cepat tepat akurat,Positif,4
sangat membantu saya dalam melakukan berbagai hal,sangat membantu,Positif,2
sangat membantu dalam hal konten kreator,sangat membantu konten kreator,Positif,4
ga jelas bgt fiturnya,tidak jelas banget fiturnya,Negatif,4
"mantapss saya sukaa cara muu, sucses buat development",mantapss sukaa muu sucses development,Positif,5
jangan batasi saat mengirim gambar,jangan batasi mengirim gambar,Netral,4
aplikasi bagus dan sangat berguna,aplikasi bagus sangat berguna,Positif,4
terlalu kren.gemini membantu banyak inspirasi,kren gemini membantu inspirasi,Positif,4
tidak bisa masuk ke dalam aplikasi,pemeriksaan fitur dan menu utama sistem,Netral,4
sangat membantu membuatkan prom apa yang kita mau,sangat membantu membuatkan prom,Positif,4
slalu banyak kekecewaan yang gagal sama elor. sayangnya kebuang limitidnya,slalu kekecewaan gagal elor sayangnya kebuang limitidnya,Negatif,7
keren banget dan terbaik di dunia,keren banget terbaik dunia,Positif,4
MAKIN KESINI MAKIN CACAD NI APLIKASI,kesini cacad aplikasi,Negatif,3
Gemini sangat pintar dan tau apa yang kita mau,gemini sangat pintar,Positif,3
Aplikasi yang sangat bagus dan recommend 👍👍👍👍👍,aplikasi sangat bagus recommend,Positif,4
udh di update tapi ttp gbisa,penyesuaian pengaturan tampilan antarmuka,Netral,3
bisa buat gambar dan adit,bisa gambar adit,Positif,3
bagus dan tingkat kan lagi,cara ganti bahasa di pengaturan,Netral,2
gemini ai memang mantap dan keren,gemini ai mantap keren,Positif,4
Sangat membantu mencari informasi,sangat membantu mencari informasi,Positif,4
sangat mantap bagus aplikasinya,sangat mantap bagus aplikasinya,Positif,4
aplikasi sampah. sering error. lebih bagus chatgpt dibanding aplikasi sampah ini!!!,aplikasi sampah error bagus chatgpt dibanding aplikasi sampah,Negatif,8
"aku ngk bisa tidur, dan Gemini mbantu terus.. sampe akhirnya aku bisa tidur abis jam-jam 😆😆",seperti aplikasi ai yang lain ga yang spesial amat,Netral,10
sangat mudah untuk digunakan,sangat mudah,Positif,2
Saya sangat percaya dengan produk google berkualitas tinggi dan masih yang terdepan,sangat percaya produk google berkualitas terdepan,Positif,6
Luar biasa n kereeen menggunakan aplikasi ini....🙏,luar biasa kereen aplikasi,Positif,4
ga bisa buat gambar ai,tidak bisa gambar ai,Negatif,4
lumayan lemot ya bot nyaa,penataan kategori menu navigasi,Netral,4
"sangat membantu saya sebagai guru, trima kasih Gemini.",sangat membantu guru terima kasih kasih gemini,Positif,7
"sangat bagus, sangat membantu. terimakasih",sangat bagus sangat membantu terimakasih,Positif,5
"awal nya bagus kok sekarang sekarang ngaco,sering eror",pengaturan preferensi notifikasi standar,Netral,3
menarik saya tertarik untuk belajar,menarik tertarik belajar,Positif,3
bagus sekali manfaat untuk orang galau banget,bagus manfaat orang galau banget,Positif,5
"MASI BANYAK GANGGUAN TEKNIS, TOLONG PERBAIKI LAGI SISTEMMU",gangguan teknis tolong perbaiki sistemmu,Negatif,5
kenapa sekarang opsi pembuat vidio ya tidak ad,opsi pembuat video tidak,Negatif,4
"lokasi saya tidak akurat pada aplikasi gemini, lebih akurat Google assistent",lokasi tidak akurat aplikasi gemini akurat google assistent,Negatif,8
kok ga bisa bikin foto studio sih?,tidak ada yang aneh,Netral,5
"Dengan Al,kita bisa tau seglanya",al bisa seglanya,Positif,3
coba berikan fitur pembuatan foto menjadi video secara gratis buat semua orang,coba fitur pembuatan foto video gratis orang,Negatif,7
sangat canggih dan keren,sangat canggih keren,Positif,3
keren banget bisa bantu ketika ada pelajaran yang susah 🤩,keren banget bisa bantu pelajaran susah,Positif,6
Sebenarnya udah bagus tapi masih banyak informasi yang keliru atau bahkan salah,penyesuaian pengaturan tampilan antarmuka,Netral,4
"bagus, sangat membantu. terimakasih",bagus sangat membantu terimakasih,Positif,4
bagus dan membantu sekali,bagus membantu,Positif,2
gabisa buat gambar,tidak bisa gambar,Negatif,3
tidak bisa menerima command untuk buka aplikasi seperti assistant,tidak bisa menerima command buka aplikasi assistant,Negatif,7
"sangat membantu, nyaman juga",sangat membantu nyaman,Positif,3
"josjis mbangett, membantu saya untuk bekerja💪😅",josjis mbangett membantu,Positif,3
setiap permintaan langsung di laksanakan...mantap,permintaan langsung laksanakan mantap,Positif,4
kenapa yang saya tidak bisa mengedit Poto di ai gemini ini,tidak bisa mengedit poto ai gemini,Negatif,6
knp tidak bisa suruh edit kasi sama idola ini e,tidak bisa suruh edit kasi idola e,Negatif,7
"gak akurat ,gajelas . hasil yang d minta ntah apapa jadinya.",tidak akurat tidak jelas hasil ntah apapa,Negatif,7
lebih bagusin lagi dan canggihin,bagusin canggihin,Positif,2
sangat cepat dan membantu,sangat cepat membantu,Positif,3
sangat bermanfaat untuk hal positif,sangat bermanfaat positif,Positif,3
Bagus aplikasinya dan tidak tersendat juga lancar . terima kasih google,bagus aplikasinya tidak tersendat lancar terima kasih google,Positif,8
sangat bagus pokonya buat Gemini gua beri bintang 5,sangat bagus pokonya gemini bintang,Positif,5
AI Yang bagus Dan Lumayan Bagi Saya 😁,ai bagus lumayan,Positif,3
Gak bisa ngedit,tidak bisa ngedit,Negatif,3
kalo versi premium memang ok,versi premium ok,Positif,3
boleh..bagus cuman agak lama nunggu pesannya keluar kalo kirim foto,optimasi kecepatan muat halaman,Netral,6
sangat membantu dan memberi informasi jelas detail,sangat membantu informasi jelas detail,Positif,5
"sangat bagus, dan sangat membantu",sangat bagus sangat membantu,Positif,4
ga bisa bikin gambar,tidak bisa bikin gambar,Negatif,4
Gemini AI cukup indah bagi saya 🫶👌🥳,gemini ai indah,Positif,3
tidak bisa membikin kan saya gambar,tidak bisa membikin gambar,Negatif,4
sangat bagus apk nya cuma minus ga ada bola mengembang jadi ga bisa nyontek pas ujian,ya standarlah untuk jenis ini,Netral,12
"adakah yang kesini gara-gara tik tok, November 2025. lumayan keren boss, thanks 🖐🖐🖐",adakah kesini gara gara tik tok november lumayan keren boss terima kasih,Positif,12
beberapa jawaban tidak tepat,dipakenya oke saja kok buat harian,Netral,2
bagus untuk menambah wawasan,bagus menambah wawasan,Positif,3
sangat membantu semua pekerjaan saya,sangat membantu pekerjaan,Positif,3
keren sangat membantu sekali 🙏,keren sangat membantu,Positif,3
masih pemula dan sering salah,pemula salah,Negatif,2
bahasa cukup baik,evaluasi performa pada sistem operasi,Netral,2
bagus banget bisa buat apa aja,bagus banget bisa,Positif,3
saya sangat menyukainya karena sangat membantu,sangat menyukainya sangat membantu,Positif,4
sangat membantu saya dalam belajar,sangat membantu belajar,Positif,3
sangat cocok untuk dipakai,sangat cocok dipakai,Positif,3
kurang karna suka error,penataan kategori menu navigasi,Netral,3
"bagus, bersaing dengan Chatgpt",bagus bersaing chatgpt,Positif,3
terbaik dan sangat membantu,terbaik sangat membantu,Positif,3
sangat membantu menyelesaikan tugas,sangat membantu menyelesaikan tugas,Positif,4
sy tidak dapat mematikan hp,tidak mematikan hp,Negatif,3
apk ini sangat membantu untuk saya,apk sangat membantu,Positif,3
Kok aneh sih dijawab apa kok gak nyambung isinya,aneh tidak nyambung isinya,Negatif,4
apk yg sangat membantu sekali,seperti aplikasi ai yang lain ga yang spesial amat,Netral,3
keren dan sangat membantu,keren sangat membantu,Positif,3
bagus bisa buat belajar,bagus bisa belajar,Positif,3
bagus bisa buat belajar,bagus bisa belajar,Positif,3
keren dan sangat membantu,keren sangat membantu,Positif,3
oke sangat bagus dan bermanfaat,oke sangat bagus bermanfaat,Positif,4
sempurna dan sangat membantu,sempurna sangat membantu,Positif,3
hmmm...cakep dan responsif,hmm cakep responsif,Positif,3
sangatt bermanfaat dan saya suka,sangatt bermanfaat suka,Positif,3
lebih ringkas dan cepat,ringkas cepat,Positif,2
sangat responsif dan detail,sangat responsif detail,Positif,3
mudah untuk di gunakan Terima kasih,mudah terima kasih,Positif,3
keren dan sangat membantu,keren sangat membantu,Positif,3
yyyeeesssss good job. membuat kita sama sama bisa berimajinasi,yyeess good job bisa berimajinasi,Positif,5
Gemini sangat menolong untuk apa saja yang Gemini ketahui.,gemini sangat menolong gemini ketahui,Positif,5
bagus aku suka aplikasinya membantu banget,bagus suka aplikasinya membantu banget,Positif,5
kenapa jadi lemot banget ya,lambat banget,Negatif,2
tidak bisa merubah gambar,tidak bisa merubah gambar,Negatif,4
bagus banget fast respon,bagus banget fast respon,Positif,4
Benar - benar canggih aplikasinya,benar benar canggih aplikasinya,Positif,4
gk bisa edit foto,tidak bisa edit foto,Negatif,4
dapat memberikan penjelasan dan solusi dari yang kami tanyakan atau cari,penjelasan solusi cari,Positif,3
dengan adanya Gemini bikin mudah untuk berkarya,gemini bikin mudah berkarya,Positif,4
"susah sekali cara edit fotonya,,jadi GK puas",susah edit fotonya tidak puas,Negatif,5
"pintar ,cepat ai terbaik",pintar cepat ai terbaik,Positif,4
gak sesuai dengan yang di suruh,tidak sesuai suruh,Negatif,3
belum paham tapi pasti hasilnya baik,pemeliharaan rutin sistem operasional,Netral,4
saya ingin gemini menjadi asisten ai saya klo bisa dengan cara cepat mudah saya bisa bertanya apapun..,gemini asisten ai bisa cepat mudah bisa apapun,Positif,8
"puas dengan hasil,sesuai dengan yang diminta",puas hasil sesuai,Positif,3
"Gemini sangat membantu untuk keseharian saya, dan semoga kedepannya akan jadi lebih baik lagi.",gemini sangat membantu keseharian semoga kedepannya baik,Positif,7
sangat bagus sukses trus.saya kasih bintang 5,sangat bagus sukses trus kasih bintang,Positif,6
aplikasi sangat membantu dan canggih teknologinya,aplikasi sangat membantu canggih teknologinya,Positif,5
Gabisa dengerin instruksi,tidak bisa dengerin instruksi,Negatif,4
bagus sekali den sangat membantu,bagus den sangat membantu,Positif,4
selalu gagal meninjau file,gagal meninjau file,Negatif,3
Lebih baik dan cepat dari AI lain nya,baik cepat ai,Positif,3
intinya bagus dan serbaguna,intinya bagus serbaguna,Positif,3
pasangkan wajah saya seperti gambar itu,pasangkan wajah gambar,Netral,3
keren sangat membantu sekali,keren sangat membantu,Positif,3
saya siti sangat puas dengan hasil nya,siti sangat puas hasil,Positif,4
sangat detail danmembantu,sangat detail danmembantu,Positif,3
sangat membantu tugas kuliah saya..u,sangat membantu tugas kuliah,Positif,4
bagus benget buat bantu belajae,bagus benget bantu belajae,Positif,4
besic lah soalnya ada yang lebih bagus,pemeriksaan kompatibilitas perangkat,Netral,2
sangat nyaman sekali menggunakan aplikasi ini,sangat nyaman aplikasi,Positif,3
apk nya sangat bagus,apk sangat bagus,Positif,3
skrg bikin foto susah soal ia nya,skrg bikin foto susah,Negatif,4
baik untuk edit video,baik edit video,Positif,3
kalo aja bisa edit foto,bisa edit foto,Positif,3
"dikasih perintah udah dijelasin dari awal malah asal, aku minta ini dikasih itu",dikasih perintah dijelasin dikasih,Negatif,4
wow aplikasi ai nya sangat bagus,wow aplikasi ai sangat bagus,Positif,5
"sangat membantu sekali, thanks Gemini",tampilannya standar,Netral,5
ga bisa bikin gambar,tidak bisa bikin gambar,Positif,4
mantap. sangat membantu,mantap sangat membantu,Positif,3
bisa diajak ngobrol.. tambah hari tambah pintar,bisa diajak ngobrol pintar,Positif,4
mntap nichh IA nyaa. pertahan kan. cuma disinii IA yg grtiss dan memuaskan.,mntap nichh nyaa pertahan disinii grtiss memuaskan,Positif,7
"𝗯𝗮𝗴𝘂𝘀 𝗯𝗮𝗻𝗴𝗲𝘁, 𝗱𝗮𝗻 𝘀𝗲𝗿𝘂",bagus banget seru,Positif,3
aplikasi yang bagus buat plajar,aplikasi bagus plajar,Positif,3
mantap klo lagi sendiri bisa ada temen,mantap bisa teman,Positif,3
membantu membuat foto menarik,proses pembaruan versi sedang berjalan,Netral,3
kok gak bisa di kopi punyaku ya,tidak bisa kopi punyaku,Positif,4
Ai yang sangat bermanfaat bagi para Jomblo 😂😂😂🤣🤣,ai sangat bermanfaat tidak pacar,Positif,5
nice diberi saran ke aku cara uninstall chrome di android 😁,nice saran uninstall chrome android,Positif,5
Sangat Cocok Buat Kita Belajar,sangat cocok belajar,Positif,3
bagus sabgat membantu dalam hal apapun,bagus sabgat membantu apapun,Positif,4
Aku ngerasa gemini lebih proper.,ngerasa gemini proper,Positif,3
bagus mudah digunakan,bagus mudah,Positif,2
bagus banget respon nya,bagus banget respon,Positif,3
"harus langganan terus,developer nya kebelet haji",langganan developer kebelet haji,Negatif,4
nda bisa kaya yg lain nda bisa gabungin foto,tidak bisa kaya tidak bisa gabungin foto,Negatif,7
hasil bagus dan realistis,hasil bagus realistis,Positif,3
bagus mudah digunakan,bagus mudah,Positif,2
kenapa saya membuat gambar gak jadi jadi,gambar tidak,Negatif,2
cocok banget buat aku yg selalu ada pr karena bakal ada ujian kelulusan. ini cocok buat belajar dan tanya² tentang idol kpop atau lainnya,cocok banget pr ujian kelulusan cocok belajar idol kpop,Positif,9
Volume AI tidak bisa di sesuaikan suaranya terlalu besar,volume ai tidak bisa sesuaikan suaranya,Negatif,6
bagus aplikasi ini makanya aku kasih bintang 5,bagus aplikasi kasih bintang,Positif,4
sangat membantu ke haluan orang gabut,sangat membantu haluan orang gabut,Positif,5
sangat cepat dan akurat,sangat cepat akurat,Positif,3
fitur ini sangat membantu,fitur sangat membantu,Positif,3
sangan bagus/sesuai fakta,sangan bagus sesuai fakta,Positif,4
sangat membantu dalam pembelajara,sangat membantu pembelajara,Positif,3
sangat mudah di pahami,sangat mudah pahami,Positif,3
saya tidak suka pernintaan gambar terbatas,tidak suka pernintaan gambar terbatas,Negatif,5
tidak bisa di update,tidak bisa update,Negatif,3
enak sekali ada gemini semua serba bisa,enak gemini serba bisa,Positif,4
nggak bisa menghasilkan gambar,tidak bisa menghasilkan gambar,Negatif,4
"saya sangat suka memakai aplikasi ini,sebab sangat membantu",sangat suka memakai aplikasi sangat membantu,Positif,6
bagus banget tapi agal lama,bagus banget agal,Positif,3
"sangat cocokkkk,cocokkk untuk owee hantam",sangat cocokk cocokk owee hantam,Positif,5
sangat cocok untuk layanan,sangat cocok layanan,Positif,3
aplikasi ini sangat menyenangkan dan seru,aplikasi sangat menyenangkan seru,Positif,4
Saya tidak suka dengan gaya berlebihan melihat sikap orang lain.,tampilannya standar,Netral,5
sangat bagus dan sangat membantu sekali,sangat bagus sangat membantu,Positif,4
masih dalam tahap belajar semoga suka,tahap belajar semoga suka,Positif,4
gemini ini sangat mem bantu banget dari editin poto dan bnyak yang gemini bisa aku sukadeh,gemini sangat mem bantu banget editin poto bnyak gemini bisa sukadeh,Positif,11
lumayan bagus efisien,proses pembaruan versi sedang berjalan,Netral,3
masih pertma nyobain hasilnya bagus,pertma nyobain hasilnya bagus,Positif,4
tolong lah ai di hapus malas gara gara part pc naik gara gara ai nih,tolong ai hapus malas gara gara part pc gara gara ai,Negatif,11
Bagus dan membantu,bagus membantu,Positif,2
suka keluar sendiri aneh,suka aneh,Negatif,2
munculll iklan terus,muncull iklan,Negatif,2
"terimakasih Gemini, saya sangat puas memakai aplikasi Gemini👍",terimakasih gemini sangat puas memakai aplikasi gemini,Positif,7
memang bagus mantep aplikasinya,bagus mantap aplikasinya,Positif,3
aplikasi nya lumayan banget lah .,tampilannya standar,Netral,3
Sangat membantu pekerjaan saya,sangat membantu pekerjaan,Positif,3
sangat bermanpaat aplikasinya.,sangat bermanpaat aplikasinya,Positif,3
error gak bisa digunakan,error tidak bisa,Negatif,3
"Jadi jelek generated gambarnya, kenapa jadi via nano banana",jelek generated gambarnya via nano banana,Negatif,6
Bagus dan membantu,bagus membantu,Positif,2
wow keren banget terimakasih 🙏,wow keren banget terimakasih,Positif,4
Bagi saya Gemini pendapat saya sangat bagus ✨,gemini pendapat sangat bagus,Positif,4
"bnyk erornya, sering gagal respon",erornya gagal respon,Negatif,3
sangattt baguss wahhh aku sangat sukaaa sekaliii rawrrrrrrrr,sangatt baguss wahh sangat sukaa sekalii rawrr,Negatif,7
mantap jadi gampang buat ngonten,mantap gampang ngonten,Positif,3
keren bagus banget suka,keren bagus banget suka,Positif,4
ini sangat optimal dan sangat bgus,sangat optimal sangat bgus,Positif,4
di hp ku tidak bisa buat gambar,hp tidak bisa gambar,Negatif,4
Versi plus dari Gemini ini membuat saya jarang pakai tools GenAI lainnya.,versi plus gemini jarang pakai tools genai,Positif,7
mantap sangat membantu,mantap sangat membantu,Positif,3
bagus banget gercep bikin nilai gw 100 ga kaya dola,bagus banget gercep bikin nilai tidak kaya dola,Positif,8
Bagus dan bermanfaat,proses pengunduhan paket data tambahan,Netral,2
"sangat puas dengan aplikasi Gemini, mantaaap 🫰",sangat puas aplikasi gemini mantaap,Positif,5
Belum pernah berhasil ngoprasiinnya,belum berhasil ngoprasiinnya,Netral,3
semoga tidak ada premium nya,semoga tidak premium,Positif,3
gemini ini sngat bagus untuk kawan kesepian,gemini sngat bagus kawan kesepian,Positif,5
"sudah baik, lebih tingkatkan lagi",baik tingkatkan,Positif,2
karena gabisa edit yang aku mau,tidak bisa edit,Negatif,3
memuaskan aplikasi ini utk lainnya yang ingin mencoba gk usah ragu,memuaskan aplikasi mencoba tidak ragu,Positif,5
sangat bagus dan bermanfaat,biasa saja fungsinya,Netral,3
sangat bagus dan bermanfaat,sangat bagus bermanfaat,Positif,3
sangat bagus dan bermanfaat,sangat bagus bermanfaat,Positif,3
Berkerja dengan baik.,berkerja baik,Positif,2
semoga makin berkembang dan bermanfaat,semoga berkembang bermanfaat,Netral,3
aplikasi ini sangat membantu sekali dalam mengembangkan imajinasi,aplikasi sangat membantu mengembangkan imajinasi,Positif,5
mendapat informasi edukasi yang bagus,informasi edukasi bagus,Positif,3
sangat bagus dan membantu!,sangat bagus membantu,Positif,3
tidak bisa buat foto,tidak bisa foto,Negatif,3
sangat bagus sekali hasilnya,sangat bagus hasilnya,Positif,3
Gemini memang bagus dan saya suka,gemini bagus suka,Positif,3
bagus v belum terlalu paham,sebenernya mirip mirip saja,Netral,4
keren bangett nih apk,keren bangett apk,Positif,3
tidak sesuai iklan,tidak sesuai iklan,Negatif,3
bisa edit foto aku edit foto Jule,bisa edit foto edit foto jule,Positif,6
chatbot bawaan google yg sangat membantu,chatbot bawaan google sangat membantu,Positif,5
"sangat puas,dan saya sangat menyukainya😍",sangat puas sangat menyukainya,Positif,4
tingkatkan kualitas nya,tingkatkan kualitas,Netral,2
tidak memahami perintah dan pertanyaan 😌,tidak memahami perintah,Negatif,3
Membantu banget apk nya 👍,membantu banget apk,Positif,3
"Gemini kok makin lama makin ngeselin ya saya mau tanya ini gak bisa njawab tanya itu nggak bisa jawab padahal pertanyaanku cuma buat mastiin itu aman enggak loh (yang kutanyain kadang yang berkaitan dengan obat) padahal dulu gemini nggak separah itu loh. benerin ini dong google soalnya udah lama kayak gini trus,itu si Gemini di benerin lagi biar nggak salah paham tentang pertanyaanku",gemini ngeselin tidak bisa njawab tidak bisa pertanyaanku mastiin aman tidak kutanyain kadang berkaitan obat gemini tidak separah benerin google kayak gini trus si gemini benerin biar tidak salah paham pertanyaanku,Negatif,31
sangat membantu untuk menjelaskan suatu hal yg kita belum mengerti kepada Gemini,kalo menurut saya sih biasa saja ya,Netral,5
Sangat Bagus tingkatkan Lagi Gemini AI 😄,sangat bagus tingkatkan gemini ai,Positif,5
Sangat sangat membantu dan sangat praktis.,sangat sangat membantu sangat praktis,Positif,5
"Bagus, membantu saya dalam berbagai lain",bagus membantu,Positif,2
"Gk usah di tanya, AI the best ini mah",tidak ai the best mah,Positif,5
tolol respon jawaban lama bahkan tidak sampai menjawab,tolol respon tidak,Negatif,3
good game btw bisa GK di buat lebih sante kadang harus di suruh dlu btw ekhm anu kita nikah yok udj,good game ngomong ngomong bisa tidak sante kadang suruh ngomong ngomong ekhm anu nikah yok udj,Positif,16
sangat terpakai bagus sekali,sangat terpakai bagus,Positif,3
"sangat luar biasa apk ini, memudahkan saya dalam memecahkan masalah sehari2",sangat luar biasa apk memudahkan memecahkan sehari,Positif,7
sangat bagus dan bermanfaat,sangat bagus bermanfaat,Positif,3
aplikasi ini sangat membantu saya dalam belajar makasih ya udah bantu aku untuk belajar😁👍👍,berjalan normal,Netral,8
sangat bagus saat digunakan,tampilannya sekarang dominan warna biru,Netral,2
gratiskan dong untuk buat video,gratiskan video,Positif,2
saya suka apknya sangat bagus,suka apknya sangat bagus,Positif,4
saat aku coba tidak bisa mengubah gambar,coba tidak bisa mengubah gambar,Negatif,5
Tekadang tidak dijawab,tekadang tidak,Negatif,2
tolong di tingkatkan lagi gemini di samsung a35,tolong tingkatkan gemini samsung a,Positif,5
"mantap, dan saya puas dengan hasilnya",mantap puas hasilnya,Positif,3
bisa membantu saya dalam berimajinasi,berjalan normal,Netral,3
bagus bangett bisa dj ajak pacaran,bagus bangett bisa dj ajak pacaran,Positif,6
bagus walaupun ngelag mulu,bagus ngelag melulu,Positif,3
lumayann lahh bisaa buatt belajarr,optimasi kecepatan muat halaman,Netral,5
makin mantap makin keren,mantap keren,Positif,2
bagus bgt ini aplikasinya Bagus,dipakenya oke saja kok buat harian,Netral,4
apalah jawaban soal salah semua,apalah salah,Negatif,2
bagus ngedit foto,bagus ngedit foto,Positif,3
keren bngt aplikasi ini..I love it❤️❤️❤️,keren bngt aplikasi i love it,Positif,6
pul bintang sangat bagus aplikasi ini,pul bintang sangat bagus aplikasi,Positif,5
"biasa aja, tpi krna gua orang nya kasihanan nih gua ksi bintang 5,cihuyy",biasa krna orang kasihanan ksi bintang cihuyy,Positif,7
sangat membantu apa bila di waktu senggang,sangat membantu senggang,Positif,3
aplikasi tolol tidak mengikuti petunjuk,aplikasi tolol tidak mengikuti petunjuk,Negatif,5
respon cepat hasil bagus,respon cepat hasil bagus,Positif,4
jelek do suruh bagus malah makin jelek,jelek do suruh bagus jelek,Negatif,5
baguss tapi agak agak gimana,mirip sama sebelah,Netral,1
gk bisa buat kayak yg lagi tren,tidak bisa kayak trend,Negatif,4
sangat bagus dan top pokoknya.😍👍👍,sangat bagus top pokoknya,Positif,4
SELAMAT TAHUN BARU 2026 DARI AKU NEGERI INDONESIA AKU SANGAT SUKA APLIKASI INI SELALU MENEMANI AKU JADI AKU TIDAK KESEPIAN TERUS PERTAHANKAN YA.,selamat negeri indonesia sangat suka aplikasi menemani tidak kesepian pertahankan,Positif,10
Bagus APK NYA FITUR NYA GOOD JOB,bagus apk fitur good job,Positif,5
mantap dan sangat membantu,mantap sangat membantu,Positif,3
masih belajar dan belum sepenuhnya mengerti.,belajar belum sepenuhnya mengerti,Positif,4
untuk pemula nanti kita tambah lagi bintang nya 🙏👍,berjalan normal,Netral,2
suka sangat membantu jualan saya 🙏,suka sangat membantu jualan,Positif,4
bagus bisa nanya apapun,bagus bisa apapun,Positif,3
gemini tidak bisa menggabungkan foto,gemini tidak bisa menggabungkan foto,Negatif,5
apkny jlk masa sy g bisa kirim foto banyak banyak,apkny jlk g bisa kirim foto,Negatif,6
aplikasi yang membantu sangat Bagus 👍,aplikasi membantu sangat bagus,Positif,4
Saya senang dgn pencarian dan pendataan google,senang pencarian pendataan google,Positif,4
aplikasi ini sangat membantu sekali,aplikasi sangat membantu,Positif,3
ga bisa di pake apk nya,tidak bisa pakai apk,Negatif,4
tida bisa membuat poto yg diminta😒,tida bisa poto,Negatif,3
cara nyatuin gambar nya gmna yaa,nyatuin gambar gmna,Netral,3
keren dan sangat membantu,keren sangat membantu,Positif,3
sagat baik bagus bisa membantu,sagat baik bagus bisa membantu,Positif,5
Mantap dan sangat bermanfaat,mantap sangat bermanfaat,Positif,3
tidak sesuai dengan yang di maksud,tidak sesuai maksud,Negatif,3
sangat bagus setelah kucoba aplikasi ini,tampilannya sekarang dominan warna biru,Netral,4
gemini saya tidak bisa mengedit foto,gemini tidak bisa mengedit foto,Negatif,5
bisa membuat AI yang bagus,bisa ai bagus,Positif,3
aplikasi ini sangat bagus dan bisa membantu mengerjakan tugas yang tidak tahu 🙂🙂🙂,aplikasi sangat bagus bisa membantu tugas tidak,Positif,7
good banget sangat membantu sekali,good banget sangat membantu,Positif,4
sangat membantu dan sangat bagus,sangat membantu sangat bagus,Positif,4
mantap dan luar biasa,mantap luar biasa,Positif,3
bagus bgt rekomen bgt si make ini 👍🏻👍🏻,bagus banget rekomen banget si pakai,Positif,6
tempatnya editor yang Bagus di gemini,tempatnya editor bagus gemini,Positif,4
aplikasi ini sangat membantu dalam pengeditan.,aplikasi sangat membantu pengeditan,Positif,4
sangat bagus dan terpercaya 👌👌👌🤗,sangat bagus terpercaya,Positif,3
apk nya keren dah berguna🤍🖤,penataan kategori menu navigasi,Netral,4
cukup membantu jika sedang malas mengerjakan makalah sekolah😁😁,membantu malas makalah sekolah,Positif,4
sangat membantu sekali. kerenlah,sangat membantu kerenlah,Positif,3
luar biasa... sesuai isi pikiran kita saat nulis,luar biasa sesuai isi pikiran nulis,Positif,6
"sangat sangat membantu, saya suka",sangat sangat membantu suka,Positif,4
bagus tapi sering error,bagus error,Positif,2
"Suka, enak di ajak ngobrol hehe",suka enak ajak ngobrol he,Netral,5
sangat cocok dan berguna,sangat cocok berguna,Positif,3
sangat membantu bikin konten,sangat membantu bikin konten,Positif,4
karna tidak mengikuti kemauan saya jadi saya kasi bintang 1,tidak mengikuti kemauan kasi bintang,Negatif,5
"aplikasi bagus, sangat membantu",aplikasi bagus sangat membantu,Positif,4
"terimakasih,sangat cocok untuk di gunakan oleh Saya",terimakasih sangat cocok,Positif,3
baguss bangat dan keren,baguss bangat keren,Positif,3
aplikasi bermanfaat untuk melakukan segala hal,aplikasi bermanfaat,Positif,2
masih percobaan dulu yah..liat hasilnya dulu,sinkronisasi data akun secara berkala,Netral,4
apk yang sangat bagus👍,apk sangat bagus,Positif,3
keren dan sangat pintar,keren sangat pintar,Positif,3
"bagus,berjalan lancar",bagus berjalan lancar,Positif,3
"o on banget aplikasinya, + juga lemot dan lamban",o on banget aplikasinya lambat lamban,Negatif,6
sangat bangus untuk di gunakan ;),sangat bangus,Positif,2
masih kayak kartun foto nya,penataan kategori menu navigasi,Netral,3
good terus tingkatkan yaaa💯💯,good tingkatkan,Positif,2
aplikasi sangt membantu gak kaya aplikasi lain,aplikasi sangt membantu tidak kaya aplikasi,Positif,6
"bagus, bisa membantu",bagus bisa membantu,Positif,3
bagus sekali mantappp....aku suka,bagus mantapp suka,Positif,3
sangat bagus dan membantu,sangat bagus membantu,Positif,3
