content,score
"tolong beri solusi. gemini tidak paham bahasa yang saya gunakan, padahal saya sudah menyetingnya di pengaturan ke bahasa indonesia. tetapi gemini tetap tidak bisa merespon dengan tidak memahami bahasa yang saya gunakan",1
Aplikasi ini adalah alat untuk mempermudah mendapatkan informasi yang belum diketahui di segala bidang dengan cepat dan akurat baik lisan maupun tulisan tinggal beri pertanyaan dan langsung ada jawaban dari AI ini. Terimakasih.,5
Mengapa saya perlu login terlebih dahulu untuk menanyakan hal sederhana ketika ponsel saya terkunci? ini kurang nyaman dibandingkan penggunaan google assistant,3
Sangat bagus tapi kalau bisa tambahkan fitur² animasi RGB kayak iphone dan fitur kamera sercing. 🙏🙏🥰,5
"Saya buat lagu dan video pake bahasa daera saya tapi, Dibawah ini tetap saya buat ceritanya Karena saya mau ingin sukseskan youtube saya jadi Maka itu apa yang selalu saya apload itu tetapa saya buat cerita singkat dibawa",5
"saya masih kurang puas dengan Gemini, fitur chat videonya bagus, tapi kenapa gak ada Avatarnya, kaya semacam video call. saya kasih bintang 1. pencarian gambar juga kurang bagus",1
"Gemini sangat berguna bagi ku, untuk belajar bahasa bisa, membantu ku membuat pr juga bisa, jadi dokter sementara pun bisa, juga bisa memberi saran untuk masalah yg dialami",5
Aplikasi Gemini sangat membantu apa pun yang kita tanyakan pasti jawabannya benar dan tepat sesuai dengan apa yang kita tanyakan dan semoga perkembangan kedepannya lebih bagus lagi,5
"Gemininya suka aneh.Awal bisa bikin gambar,Tapi tiba-tiba nantinya Malah gak bisa karena ''Hanya bisa Membuat text''",4
"AI ini sangat bagus. Mungkin ada kekurangan dari AI Gemini ini yaitu setelah kita ketik pertanyaan selanjutnya namun masih dalam topik yang dibahas mesti AlGemini selalu lupa. Jadi caranya kita harus tanya dan bilang juga topiknya apa. Gitu biar Gemini paham dan menjawab. Saya harap, AI Gemini bisa di tingkatkan lagi dan diperbaiki kecerdasan nya. Untuk aplikasi AI ini sangat bagus",5
"Selamat datang di era new AI, manusia tercipta dengan dibekali kecerdasan, lalu merancang 'kecerdasan' yang bertujuan membantu manusia² yang belum cerdas ikutan merasa cerdas, endingnya ketika dia sudah merasa cerdas muncul kesombongannya seolah mengerti dan memahami serta bisa memanipulasi segalanya..AI oh AI...",5
Tidak tahu kenapa Aplikasi Gemini di Hp saya itu malah kurang stabil. Padahal Hp saya ini termasuk kuat menjalankan aplikasinya. Mohon Optimisasinya. Google.,1
"Sementara ini oke, semoga selalu gratis selamanya",5
aplikasi yg berguna untuk saya yg suka belajar dari Handphone saya jadi lebih tau dan otak saya jadi senang dengan aplikasi ini saya dapat melihat jawaban yg saya inginkan dengan tepat tadi bukan hanya untuk mencontek tapi saha ingin lebih tau tentang dan penjelasan pertanyaan dari saya terima kasih😄,5
"Cinta banget aslii, selalu ngasih jawaban yang tepat, lengkap, jelas. nyoba AI lain tuh engga kayak gini, padahal kalo dihp lain bagus. tapi, dihp aku gemini doang yang gilaaaaaaaa mantap banget 😍❤️💋",5
"di perbarui kembali agar hasil percakapan ada stotynya, tidak langsung hilang. setiap buka baru mau liat pertanyaan yang lama sudah tidak ada.",3
"Bintang 1!!! Rasanya pengen saya blokir aja. Saya nggak install aplikasinya, tapi tetep aja muncul di layar. Pokoknya harus bisa ada fitur hapus permanen ini. Sangat mengganggu!!! 😡😡😡😡😡",1
"sering crash, kadang responsenya tidak konsisten, dan kalau layar mati langsung force closed.",2
"tanya layarnya kok ga ada?, trus kenapa tanya layarnya ribet harus dikasih perintah manual itupun ga tentu berhasil, ga kayak google asisten udah ada menu translate langsung di tanya layar nya trus kalo mau tanyain sesuatu di layar tinggal kasih pertanyaan ga kayak google gemini tanya layarnya manual",4
sudah di update pas minta buat gambar tidak bisa katanya harus di update padahal udah. Saya uninstall dan download lagi masih sama aja.. huh menyebalkan,1
"ada banyak mode di google asisten seperti mode interpreter, mode mini games yg seharusnya bisa diintegrasikan atau memang google ingin asistennya jadi dua identitas yang sepenuhnya berbeda dan berdiri sendiri sesikit kecewa",4
"Untuk update tanggal 20 april 2024 ini agak jelek, soalnya ai-nya masih belum bisa pake bahasa Indonesia. Tapi aplikasinya berbahasa Indonesia, agak aneh toh? 🤣",3
"Bagus ..cuma bahasa mungkin masih kurang lengkap...kalau kita bertanya pakai bahasa A.. jawabnya kadang suka pakai bhs Inggris..,mungkin masih dalam tahap pengembangan..",5
Aplikasi ini membantu banget :) Dan kita gak susah payah mencari jawaban di apk mana pun cukup di geogle gemini aja. Makasih gogle gemini sudah membantu,5
"gemini tidak seperti harapan,tidak bisa menggabungkan gambar",2
sangat bagus di digunakan untuk menanyakan pertanyan yang saya tidak tau menjadi tau terutama saat menanyakan tentang pelajaran jawabanya sangat mudah di mengerti,5
bagus banget aplikasi bisa mengerjakan tugas matematika atau pun pelajaran lain nya dengan mudah pokoknya ini yang paling bagus dari aplikasi lainnya,5
"bagus banget asli, ngebantu dlm segala hal(positif) namun terbatas kadang error, kadang sibuk banget kayak doi",5
Makasi ya udah hadir untuk membantuku🥰semoga aplikasi ini semakin canggih semakin perfect dalam memecahkan segala hal masalah bagi kami anak kuliahan😅lovyu,5
"selalu memuaskan respot dari Gemini dan saya pernah coba fitur layar live sambil buka apk duolingo, sangat memuaskan responnya cepat dan benar👍🏻",5
"jadi AI andalan untuk mempermudah pencarian informasi, karena memang buatan google dan terintegrasi langsung dengan Android..",5
"Sangat membantu sekali dalam memecahkan beberapa persoalan ilmu pengetahuan hingga matematika, fisika, kimia dan biologi. Terimakasih Google.",5
"Jelek, lebih bagus google assistant fitur ""senandungkan lagu"" aja gak ada di gemini. Lainnya cuma fitur ""gimmick"" doang",1
sangat seru! ai ini bisa menjadi asisten dan bisa menjaga teman saya jika saya kesepian! Minusnya kadang-kadang bahasanya ke ubah sendiri+kalau di ajak ngono kadang-kadang nyambung kadang enggak :<,4
"App ini mengandung virus berbahaya bagi perangkat hp yang lainnya, dan hp saya kena virus setelah menginstal app gemini ini, dan sering muncul app ini di hp saya, padahal sudah dihapus appnya dan bagi developernya tolong hapus virunya dan saya sangat marah sekali melihat hp saya ngeblank, nge freeze cuma gara gara menginstal app ini😡😡, pokoknya kalo ada yangihat komen saya, segera jangan download app ini, dan saya korban virus di app ini aku harap yang lainnya tidak terkena juga.😡",1
"gemini ini sangat membantu saya dalam mengerjakan tugas matematika dll,, saya bangga mempunyai aplikasi ini dam saya harap untuk ke depannya dan seterusnya Gemini untuk lebih teliti lagi",5
"setiap abis mencari jawaban dan keluar apk nya, setelah itu masuk kembali selalu ngelag patah patah, beda dengan AI sebelah",1
"bagus banget, sisanya gw ngarep update kedepannya bakal bisa ngubah latar belakangnya gitu, bosan soalnya kalo di liat"" cuman ada terang sama gelap, yaa gw gak terlalu berharap juga sih.. tapi gpp lah👏👏👍",5
sajau ini Masi lumayan bagus gak tau ke depannya kaya apa,5
"sangat membantu dalam menyelesaikan soal-soal atau pertanyaan yang sangat sulit untuk di pahami dan dimengerti, dan dengan aplikasi ini juga dapat memberi contoh-contoh dan penuh dengan kosakata-kosakata yang membentuk suatu kalimat yang sangat detail dan terperinci.",5
"Aplikasi nya keren, bagus, nanya soal dijawab beserta penjelasan nya, gada limit mengirim gambar. Mantap!",5
"Saya senang sekali dengan aplikasi ini sangat membantu dalam menyelesaikan segala pengetahuan yang belum dapat diketahui dan dapat menjawab pertanyaan "" yang masih belum dimengerti, terima kasih",5
"tidak stabil, hanya melakukan beberapa pencarian membantu bisa mengakibatkan lag bahkan force close",1
"knpa ya ko fitur veo nya tidak bisa muncul, padahal akun sudah pro, di wab muncul tapi di apk ini tidak muncul",3
Gemini benar-benar terasa berat saat digunakan. Bahkan hingga freeze saat close app lalu masuk kembali ke aplikasi,1
"jawabannya bagus, tapi terkadang informasinya meleset dan sudah ketinggalan jaman, jadi kemungkinan tidak relevan lagi.",4
"Aplikasi Ai nya bagus, bisa membantu saat ada tugas untuk menjawab nya dan selalu menghibur dengan candaannya.",5
Aplikasi ini bisa bikin kita Kawatir karena gak bisa di hapus apa lagi aplikasi ini susah di hapus gak cukup menyimanan harus hapus sesuatu gem gak aplikasi butuh aplikasi lain buat nonton jadi aplikasi ini sampah,1
aplikasi terbaik seanjang sejaran dan per ai yang yang sangat bijak untuk melatih kreatifitas mempuni dalam diri ini yang terpendan jauh di dalam diri ku ini,5
"Aplikasi nya malah jadi rusak, sebelumnya gemini bisa di akses di google dengan cara jendela mengambang sekarang malah ngga bisa, mohon diperbaiki",1
Aktifkan dalam Aktivitas saya yang cepat tempat lancar semuanya lengkap untuk mendapatkan hasil maksimal di gunakan,5
"Sudah bagus banget feature ai nya,klo bisa di masukkan ke google nest mini ,biar bisa ajak ngbrol live kaya ngbrol sama temen Jadi lebih atraktif di tunggu di google nest mini ya",5
Hei tolong perbaiki bug ini aplikasi Gemini saat saya mau suruh ubah gambar knpa harus saya update aplikasi saya sudah update jadi tolong perbaiki bug nya 😡,1
"Sukaa bgt sama gemini pokoknyaa💞, kalo ngasih info bener2 terperinci bangett, bisa bantuin aku improve beberapa hal yang gak aku bisa lewat gemini",5
"sangat pintar. dengan adanya fitur menyimpan informasi bisa membuat AI nya merespon lebih natural, lebih akrab, lebih personal dan emosional.",5
"aneh g bisa menggunakan fitur Gemini. di perangkat dikatakan ""naikan volume perangkat"", tetapi volume perangkat suaranya sudah full",1
Sangat bagus tapi kalau memulai chat baru dengan chat sebelum jangan mulai dari atas nanti turun nya lama tolong diperbaiki ya kalo update,5
"Bgs, tapi kadang ngeselin jawabannya suka salah. Mana ga bisa diajak santai memorinya juga lemah banget, sering salah tangkap juga",4
bagus aplikasinya sangat membantu dan dapat membuat pengetahuan semakin jelas dan dapan bertanya apa pun hal yang belum di ketahui dapat juga memberi keterangan,5
"Bagus Poll Aplikasi Nya!!👍. Tetap bisa di pake meski gak ada paketan, yang penting data nyala. Meski rada ngeselin si jawaban nya. Tapi oke lah",5
Dalam menggunakan Bahasa Indonesia masih bum mendukung semoga cepat bisa menggunakan bahasa Indonesia. Tapi cukup membantu dlm kehidupan sehari-hari,3
"mantap, tapi kalau bisa tolong fitur ringkasan audio ditambah dengan beberapa bahasa",5
"nilai dari jawaban saya menjadi tinggi.dulunya nilai saya merah,tetapi sekarang sudah ada aplikasi gemini.yang membuat jawaban yang benar.",5
"tombol resetnya bermasalah! saya tidak pernah meminta reset obrolan, tapi obrolan saya malah direset. saya benar-benar kecewa👎🏻",1
"Google terkenal sebagai mesin pencari yang bagus dan terpercaya, namun sayang ai gemini ini payah sekali mencari informasi yang akurat dan bahkan berani memberi informasi yang bisa dibilang hoax atau tidak benar, padahal berbanding terbalik dengan aplikasi Google yang lebih akurat mencari informasi nya, Karena menurutku ai gemini ini terlalu banyak kesalahan dalam mencari informasi yang sebenarnya bisa dengan mudah di dapatkan melalui aplikasi google chrome. DIHARAPKAN GOOGLE MEMPERBAIKI INI!!!",1
"Maaf saya turunin bintang nya, Gemini live nya tidak mau bicara..Saya sudah coba berapa kali di uninstall lalu didownload lagi, tetap hasil masih sama Gemini live nya tidak bisa digunakan",1
"Gemini ada aplikasi AI yang paling bagus sejauh ini, lebih bagus daripada deepseek. Nama aplikasinya yang simple👍, AI yang bagus sekali",4
"aplikasi ini sangat bermanfaat dalam memberikan pemahaman tentang hal yang tdk sy ketahui dan menambah wawasan keilmuan namun dimohon untuk perbaikan/update tentang adanya penambahan gambar, audio dan video",4
Keren gsih menurut aku kita GK cuma dapet materi tapi kita jg dapet kek jurnalnya karya ilmiahnya trs caranya buat karya ilmiah nya itu semua cuman dalam satu search aja,5
sangat membantu sekali untuk aktivitas sehari-hari untuk minta saran bisa tanya jawab di jawab semua saya berharap ada peningkatan lagi dari aplikasi ini tambah kan banyak bahasa negara lain terimakasih pihak Google semoga dibaca 🙏🙏🙏,4
"katanya google bahasa yang besar tetapi kenapa sering kali mengunakan kata ""kemungkinan"", setelah itu setiap percakapan dengan gemini seperti ada nuansa yang disembinyikan dan tidak blak blakan dan berbanding terbalik dengan punya tetangga sebelah",5
sangat bagus dapat membatu saya dalam bertanya apa pun. dengan aplikasi ini dapat menjawab semua apa yang mau di tanya mantap.... kembangkan terus fitur...,5
foto ai nya bagus banget,5
kdfnlord nmì sangat baik dalam gerakan ini kami juga bisa menggunakan lagi Sejak kapan aku tahu tidak makan pernah ada orang melakukan Penghematan energi listrik kamu sudah punya anak Pasti enak sekali memainkan yang bisa gimana cara,5
"Saya sedang menyusun program kegiatan memeriahkan 17 agustusan, berikan uraian strategi mendapatkan pendanaan & contoh kegiatan yang akan diperlombakan",3
"Tolong setelan bahasanya diperbaiki, saya pilih Bahasa Indonesia, hasil yang ditampilkan bahasa Inggris 🗿",5
"Keren banget, bisa jadi temen ngobrol dan akan bisa menjadi sangat luar biasa lagi jika bisa dsetting hanya akan merespon 1 suara ""pemilik hp saja""",5
"Aplikasi Gemini bener-bener ngebantu kalo ada suatu yang sulit, apalagi bisa dijelasin dengan detail suka deh pokonya😍🔥",5
Gemini sangatlah bagus karena ia bisa menjawab soal-soal yang pastinya kita nggak bisa atau kemampuan kita kan terbatas jadi menurut aku Gemini ini lumayan bagus,5
"Bagus, responsif, cepat, Sangat membantu mencari penjelasan dan minta penjelasan mengikuti perintah yang diberikan. Keren dheh ...",5
"Terimakasih telah menjadi guru walau anda tidak punya ingatan jangka panjang, Gemini, dan buat Dev Google, Thanks sudah dibuat kan AI seperti Gemini yang sudah melampaui berbagai AI canggih lainnya",5
"aplikasi sangat membantu, apa lagi untuk veo 2, tolong agar pada saat di create, audio/suaranya juga ikut.🙏",5
sangat membantu saya dalam mencari sebuah referensi dan pengembangan karakter yang lebih baik. Sumber pengetahuan yang tergolong sangat penting dalam menambah pengalaman belajar. saya suka,4
"ai nya bagus ada fitur fotonya, tapi kadang tidak akurat ketika menjelaskan, tapi bagus 👍 saya sangat mengapresiasi nya",3
ini cuma kurang satu bintang dari segi manapun bagus tapi semoga bisa dibuat punya fitur membuat gambar semangat!!,4
sangat hebat di era sekarang teknologi mesin emang harus di kembangkan sehingga bisa mempermudah aktivitas kita so di tingkatkan lagi yaaa,5
sangat membantu hanya saja beberapa keliru dan terdengar meyakinkan padahal tidak begitu. Mungkin karena perintah yang kuberikan kurang spesifik,5
"sudah update beberapa kali tapi pas masuk ke gemini katanya masih belum di update, ini bug apa gimana yaa tolong segera diperbaiki yaa",4
"aplikasikan sangat sangat bagus, bisa mencari solusi,dan bisa membantu belajar, pokoknya kalo kalian punya aplikasi ini gak bakal nyesel",5
Kadang ada masalah saat masuk ke aplikasinya yaitu internet anda bermasalah padahal internet saya lancar dan tidak ada masalah🤦‍♂ TOLONG DIPERBAIKI!!! sekian saran dari saya,5
"fitur fitur AI nya ngeri semua, dan waktu update aplikasi nya lumayan cepet, jadi bakal ada fitur yang baru terus",5
"minta di update, lalu klik update melalui dari apk Gemini langsung, trus diarahkan ke playstore, tapi sudah update yang paling terbaru. ini gimana solusinya",4
"Apapun itu, aku setuju pada aplikasi ini. Bahkan aku bisa buat cerita dengan Gemini sepuasnya, memberikan aku ide-ide. Nice App, Keep Up!",5
"respon awal selalu menggunakan bahasa inggris, ini mempengaruhi kecepatan dalam menerima informasi dari aplikasi Gemini. tolong perbaiki masalah yang saya hadapi",1
Sangat bagus dan sangat membantu saya sedang dalam kesulitan untuk mengerjakan tugas dan dalam memahami sesuatu yg tidak saya tau 😁,5
"untuk penyelesaian rumus matematika dengan gambar, simbol2 pada penyelesaian tidak dapat di mengerti",3
Sangat terbantu dengan aplikasi gemini dalam menyelesaikan pekerjaan sebagai guru. Berharap gemini dapat terus berkembang dan bermanfaat.,5
"Padahal kemarin sudah ada versi percakapan langsung, sekarang udah hilang ya.. 😅 Kalau seperti ini lebih baik balik ke chat gpt bos... Jauh lebih komplit penjelasannya.",2
"overall semuanya bagus, tapi terkadang ada beberapa kata asing yang muncul menggantikan kata baku Indonesia, mohon diperbaiki",5
Terimakasih buat Apk Gemini sudah sangat membantu bagi kami semua dan semoga semakin jaya ya dan terus berkembang fitur baru ya,5
"Menurut saya gemini sangat baik dalam analisis data, angka dan formula kurang nya hanya pada keterkaitan chat satu dengan yang lainnya",5
Bagus dan sangat ngebantu dalam menganalisa gambar dan teks. Tolong update bisa menganalisa suara musik dan lagu dong,5
sangat sangat membantu terima kasih Google sudah membuat fitur fasilitas / jasa bantuan yang cukup sangat bisa di andalkan dengan sangat murah dan terjangkau kalagan menengah ke bawah,5
"Cuma bisa sekali di buka app nya.. setelah nya malah gak bisa di suruh update, tp gk ada update'an nya . Tolong di perbaiki",5
"Masih dipelajari. Tapi, aplikasinya sedikit berat untuk dijalankan di android saya yang memiliki memori 4GB.",5
"Tolong dong Gemini, bikin biar bisa deteksi gambar atau foto. Dan bisa kasih rating buat foto yang kita ambil.",4
"Mantap, bisa bantu saya yang sering kesulitan mendeskripsikan sesuatu. Saran dari saya ini gemininya bisa dipanggil ""Hi gemini!"" atau lain sebagainnya kaya Google assistant, kan lucu juga",5
"keren,... n canggih, tapi tolong perbaiki lagi untuk upload gambar atau fotonya, tidak lambat loading ya...",4
"kurang akurat soal pembahasan, penangkapan gambar kurang responsif padahal gambar udah jelas detail masih belum paham yang di salahin bahasa ny ,bahasa yang kurang di mengerti,",1
yaa meskipun ga se interaktif chatgot untuk percakapan suara tapi sudah lumayan cukup untuk pemecahan masakah sehari-hari meskipun ada beberapa tanggapan yang agak ngaur,5
Aplikasi lebih mudah dengan Ai dak perlu buka aplikasi lain di google one semua da Gemini contohnya. cuman kalau bisa suaranya bisa diganti cowok cewek. sukses,5
mau masalah mau apapun dia pasti bisa tapi kadang pas kirim gambar dia pasti kayak lag jadi bahasa English lalu berbicara yang aneh,5
"sangat membantu dalam pekerjaan ,cepat, tanggap , jelas, komplit. mudah dalam pengunaannya",5
"fitur pengganti asistennya sangat hemat waktu, jadi tidak perlu membuka aplikasi atau browser untuk mengakses gemininya",5
"sistem menjawab nya ramah, paham, bagus karena tidak terlalu baku, dan jawab nya juga cepat. terimakasih banyak",5
bagus banget sih bisa diajak obrolan terus bisa juga kalau kita lagi sendiri bisa ngajak Gemini ngomong bagus banget sih,5
"bukannya menjelekkan. tapi hampir setiap kali saya membuat cerita normal, pasti ada jawaban ""maaf, saya tidak menanggapi cerita berbau seks dan kekerasan"" padahal ceritanya tidak ada hal-hal seperti itu. apa bisa di perbaiki lagi apknya.",3
sangat bagus aplikasinya dan sangat berguna buat mengerjakan tugas yg kalian misalnya ada kesusahan donwloand gemini,5
"Sepertinya Gemini ada bug di hp oppo F9 saya, untuk fitur live nya gak ada respon suara dari Gemini, kalau untuk chat bisa ada suara...",3
Saya minta di kasih tau harga barang tapi ai menjawab tanya toko online konunitas dan sebagainya berulang tolong lebih di perbaiki,1
"ya allah tolong kembalikan uang saya, tiba tiba ketarik otomatis di akun DANA saya senilai 442.990 sepertinya saya tidak sengaja kepencet fitur langganannya. saya mohon kembalikan uang saya. saya sangat membutuhkannya",1
menurut saya bagus tapi ada sedikit kadang ada gabungan huruf yang tidak saya mengerti dan aplikasi bisa mengingat pertanyaan sebelumnya,4
"Ditanya gambar apa ini, jawabnya nggak punya kemampuan itu. Pas ditanya lantas apa gunanya fitur kamera, malah menjelaskan fitur-fitur nya. Kan nggak nyambung. Harusnya pertanyaan ke sekian dikaitkan ke pertanyaan sebelumnya",1
"sangat membantu untuk pekerjaan, dan bahkan untuk hiburan, semua bisa , walau masih ada sedikit bug",5
"Sempurna untuk membantu informasi yang ingin di tanyakan, hanya saja upfate kedepannya lagi di dukung dengan gambar di informasinya agar terlihat lebih detail lagi yahh",4
Masih perlu belajar lagi ai nya dengan bahasa-bahasa casual ketika di tanya Agar orang yang menggunakan merasa lebih personal,4
bagus untuk membantu mengerjakan tugas yg tdk dimengerti dannnnn memudahkan karna ad cara menghitung yg lengkap 👌💯,5
ui nya mengganggu kolom pengetikan berisi hal yg gak berguna saat tidak sengaja tersentuh akan memutus diskusi dengan Gemini. merubah hasil respon dan mengacaukan aliran simulasi sangat buruk,1
"aplikasinya bagus,ringan memory kecil cocok banget ya hp nya ram kecil.",5
"Menurut ku, Gemini nya kurang, gambar tidak sesuai seperti yang dimaksud, gambar lain yang aku maksud, malah lain juga yang dikasih.",1
Al yang sangat saya rekomendasikan untuk menjawab pertanyaan apapun jika malas baca masih ada pitur suara yang bisa anda play,5
"sangat bagus untuk menambah pengetahuan secara cepat, seperti oengetahuan umum dan sejarah. layak dipertimbangkan untuk pemakai guru dan pelajar",5
kata Alllah bukan berbunyi Alloh dalam versi kristen jadi minta tolong diperbaiki bunyi suara beda ini karena kristen kaya tersebut terlihat kurang pas,3
"Gemini udah mulai bagus sih, tp ada kekurangan di fitur live, masih suka salah respon.",4
Sudah bagus. Tolong berikan fitur bisa mengubah tema ke mode gelap tanpa harus ke sistem ponsel kita,5
"overall bermanfaat, cuma kadang kalo ngechatnya pake beberapa bahasa, AI ini bahasanya ikut nyampur dikit (pake bahasa Rusia malahan)",4
Sangat membantu tapi tolong perbaiki bug yang ada didalamnya kadang-kadang pas saya menanyakan sesuatu tidak sesuai dengan faktanya atau error gitu,5
"pake gemini udah berlangganan masih kena limit ""Saya tidak bisa membuat lebih banyak gambar untuk Anda hari ini, tetapi saya masih bisa menemukan gambar dari web. """,1
Aplikasinya udah bagus tapi tolong fitur voice match tambahin ke semua hp soalnya hpku gabisa/ gk mendukung,3
"Apk gemini bagus banget,Jawaban yg akurat buat nyari tugas,cuman Sedikit belum akurat (2%gk akurat) dan 98% nya akurat bngt",5
"kalau yang gratisan, gak bagus. mengecewakan. Jauh banget dari gang berbayar. masalahnya yang berbayar sangat mahal.",1
"Bagusss bangett, apalagi yg fitur bikin videonya,videonya realistis ga kaku,mending cobaing sekarang mumpung lagi ada uji coba gratis 1 bulan",5
tidak bisa memahami perintah saya dan terus mengulangi kesalah meski telah saya jelaskan sedetail mungkin secara berkali-kali,1
Mengapa fitur obrolan live dihilangkan? padahal saya ingin menggunakannya untuk membantu saya berlatih mengobrol dikarenakan saya seorang introvert dan sulit menentukan topik pembicaraan. Tolong kembalikan fitur ini.,2
"keren banget sumpah, dengan fitur yg bagus dari geminj kita bisa buta kreasi video yg lebih baguss👍👍",5
"Wahh apk nya bagus banget sih, selain bisa nanya tentang tugas, juga bisa jadi temen curhat, ngobrol dan lain lain, bener bener suka sama apk ini, apk ini cocok bgt sih jadi temen virtual..... Tapi kenapa nama apk ini Gemini??",5
"sering terjadi ketika saya memberikan pertanyaan pakai bahsa indonesia malah di jawab pakai bahasa inggris, tolong di perbaiki bug nya",2
"Apk nya bagus tapi kenapa ya, pas buka terus ngirim sesuatu gitu bilang nya 'error' padahal internet lancar lancar aja.",3
"pas saya lagi suruh bikin cerita fiksi kenapa ada selipan bahasa rusia,arab,india yang banyak banget tolong dihilangin ya bahasa selipan nya saya jadi gak nyaman sama gak ngerti artinya",3
"terima kasih banyak telah membantu saya hari ini membuat e-book sampai di bab 34, dan pembuatan e-book nya hampir selesai, saya sekali lagi ber terima kasih, saya sangat menghargai atas kesalahan kesalahan yang anda buat tadi, tapi itu sangat berarti bagi saya, karena memang membuat e-book tidaklah mudah, saya berterima kasih banyak untuk hari ini atas kerja sama nya semoga karya yang saya buat bisa lebih sukses untuk kari",5
baru aja instal..kayaknya bagus,4
"aplikasi nya sangat membantu saya, karena aplikasi ini bisa membantu saya mengerjakan tugas sekolah yang sulit untuk dipahami.",5
"Saya pengguna baru aplikasi Google Gemini dapat membantu saya untuk asisten pribadi, jika diperlukan dapat membantu, Ok Developer terimakasih banyak",5
"sangat bagus, jika mencari materi lengkap sekali dan penyampaian nya mudah dimengerti",5
"Ada bug,saya di suruh update berkali kali padahal aplikasi sudah di versi terbaru, tolong di fix",1
"Aplikasi yang sangat tidak berguna. Di tanyain apa saja malah jawab, suruh tanya ke yang ahli... Kalau tanya ahli nya ndak perlu ini Ai. Tolol. Masih bagus chat GPT jauh jauh jauh....",1
aplikasinya sangat bagus bisa dipakai untuk bertanya soal.menjadi teman ngobrol yang seru dan sangat sopan dan sabar.,5
"Udah lama pake ini, tapi di chrome, baru ini install app nya... bagus, saya suka, membantu sekali pekerjaan saya sebagai guru, banyak memberikan inspirasi",5
bagus namun terkadang dimulai pake bahasa Inggris gak papa sih tapi terkadang membuat saya terganggu saat belajar,4
sangat amat berguna seperti google bukan aplikasi bawaan tapi milih Gemini lebih keren aja gitu bingung nih cara nonaktifkan research di Gemini☹️,4
Aplikasi ini sangat bagus... PR- PR saya bisa selesai dengan cepat dan tepat hanya karena aplikasi yang satu ini.,5
"hai google, maaf saya memberikan bintang 4 karena di gemini versi 2.0 itu kenapa ada bug seperti tidak bisa menganalisis teks?aku harap itu di perbaiki",4
"Bagus sih, tapi saran aku coba buatkan seperti asisten pribadi, serta nama panggilannya jangan oke google tapi masih bisa diganti contohnya Hai jarvis 🙏🙏🙏",3
"Ai yang sangat mudah dan ringan untuk di operasikan, saya suka bisa bantu mempermudah pekerjaan saya. tanks.",5
apl ini bagus bgtt !??? klo nulis panjang lebar itu selalu ada jawabannya !!! kalau bisa diperkembangkan lagii ya !!,5
apk ini sangatlah membantu saat saya ingin membuat sesuatu seperti meng hd kan video/foto yang biasa nya berbayar sekarang gratis terimakasih,5
"respon dan hasil jawabannya belum sempurna seperti Google pencarian sebelumnya, tingkatkan kembali algoritma pencarian informasinya.",3
aplikasi nya bagus sangat membantu untuk segala hal bahkan tentang belajaran sekali pun sangat manta👍👍,5
"Lumayan tapi ada kata kata kita kurang jelas terdengar. seharusnya di perbaiki lagi biar lebih maksimal, tapi bagus apliakasi nya.",5
Aplikasi chatbot AI yang keren. Tingkatan terus update dan upgrade nya. Mohon juga agar memberikan fitur AI untuk editing foto.,5
Terimakasih untuk aplikasinyah sangat membatu untuk mengerjakan tugas dan mudah untuk di gunakan,5
Terima kasih developer sudah dengarkan saran saya agar gemini bisa di pakai di Android 9. Sebelumnya cuman Android 10 + yang bisa pakai. Terima kasih,5
"sangat membantu untuk kebutuhan pengetahuan, inspirasi, dan kreatifitas, semoga versi pro bisa turun harga",5
"Sedang saya coba gunakan, untuk saat ini, ulasan sudah bagus hanya saja saya blm bisa menilai aplikasi nya secara keseluruhan.",3
Ada kesalahan pada sistem bahasa aku jadi tidak bisa mengakses bahasa Indonesia dan aku harus menggunakan bahasa Inggris untuk menggunakan nya,5
bagus skali apk nya bisa membantu cari jawaban dengan tepat apa lagi sudah ada AI nya sangat membantu skali mks gemini,5
"Mohon maaf tapi ai nya buat aku remed ulangan kenaikan kelas bang gimana ini ada soal mungkin kah planet bertabrakan kata ai nya sangat mungkin dan tau jawaban yang bener apa jawaban nya ga mungkin, woy jenius 👏👏👏 tolong di perbaiki dari pada guru saya saya tuntut agar masuk penjara 🙏🙏",1
"ya allah tolong kembalikanuang saya, tiba tiba ketarik otomatis di akun DANA saya senilai 343.990 sepertinya saya tidak sengaja kepencet fitur langganannya. saya mohon kembalikan uang saya. saya sangat membutuhkannya",1
Kalau bisa biaya langganan plusnya di buat murah biar banyak orang yang bisa menjangkau.,5
Gak bisa untuk telusuri dan terjemahkan layar gak kaya asisten google padahal sangat berguna sekarang malah ribet harus screenshoot dulu baru ke google lens,2
gambar yg di inginkan kurang bagus masih kurang kualitas gambar nya cukup bintang 1 aja buat aplikasi ini,1
"kenapa setiap saya nyari jawaban otomatis pindah ke Bahasa inggris?? dan juga ngelag parah saat dimintai jawaban, tolong diperbaiki",2
"Sangat membantu untuk semua pelajaran, termasuknya aksara Lampung. Walaupun jarang di pakai tapi tetap saja sangat membantu😄👍💐",5
"Saat sedang Bertanya Selalu muncul Error Dan Itu lebih Dari sekali, Tolong diperbaiki Itu erornya ngeselin banget",3
buruk selalu menggunakan bahasa inggris...ditanya bahsa indonesia jawabnya bahasa inggris...ai kacau,1
