content,score,category
"Aplikasinya bagus, ulasannya mudah dipahami dan nyaman dipakai.",5,Positif
"tidak ada bahasa Indonesia, dan kurang akurat terhadap hasil penelusuran",1,Negatif
mantap... mudah di gunakan dan cukup mebantu untuk pembuatan soal,5,Positif
tetap semangat dan menjaga kualitas 1 lagi kenyamanan pengguna itu yang penting,5,Positif
Sangat akurat saat melampirkan gambar atau foto untuk penelusuran.,5,Positif
ingin membuat efek foto berdua,5,Positif
"Mementingkan ai, dan banyak di hapus, lelucon, dan gk bisa brcndaan.",3,Netral
"Kadang infomasi yang di berikan udah ketinggalan jaman, atau ai nya kek bingung Ama waktu informasi yang di berikan",1,Negatif
Sangat membantu dan bermanfaat untuk membantu perkembangan mandiri.,5,Positif
"mantab ni AI khususnya kalo kalian punya tugas atau keinginan buat ngerangkum sebuah video yg berdurasi panjang, kalian bener""cocok make Gemini ini contoh kalian copy paste aja video yt yg kalian maksud terus klik tempel di halaman Gemini, baru setelah itu kalian jabarin aja apa yg pengen kalian dapetin dri video 3 jam itu, nantinya sama Gemini bakal di bikin sedemikian rupa supaya kalian enak bacanya",5,Positif
knpa minta di updet terus pdahal dah di updet cok,1,Negatif
app in bagus sangat berguna sebagai asisten google tapi lebih bagus lagi jika ad visual gemininya,5,Positif
krna sekarang error susah di gunakan jawaban selalu bahasa inggris,2,Negatif
bagus kalo bisa tambahkan fitur menghasilkan gambar,5,Positif
aplikasi yang sangat bagus dan membantu skali dalam segala hal. terutama vidio yah,5,Positif
"Tolong tambah dark mode, pengontrolan media dan rutinitas",4,Netral
"aplikasi ini sangat bagus sekali, membantu mengerjakan soal-soal, keren bintang 5!",5,Positif
Masih banyak erornya dan ketika di upgrade malah lebih baik yang biasa,1,Negatif
"boleh kasih saran, untuk saat membuka percakapan yang sudah banyak percakapan, langsung ke percakapan terakhir, jadi supaya tidak scroll terlalu jauh dari percakapan awal ke percakapan selanjutnya. Terimakasih",5,Positif
"Saya cukup senang dan puas, karena jawaban yang diberikan baik dan terperinci.",5,Positif
"good, perlu ditingkatkan untuk lebih memahami bahasa perintah",4,Netral
Sangat bagus dan tingkatkan lagi kualitas sumbernya juga harus jelas,5,Positif
selalu diminta update tiap aplikasi dibuka dan diminta untuk membuat perintah padahal sudah update ke versi terbaru,1,Negatif
"aplikasi yg sangat baagus,sangat membantu untuk mengerjakan tugas dan lainya",5,Positif
lebih cepat .mudah digunakan cepat tidak lemot dapat membantu dalam psncarian,5,Positif
"Tidak bisa menebak lagu yang saya senandungkan dan terus bertanya cara nya, lebih bagus google assistant",1,Negatif
"enak banget tinggal foto soal terus tambahkan keterangan suruh jawab, mudah banget aku ngerjain prnya",5,Positif
"bagussss bangetttt ngebantuuuinn akuuu untukkk mengerjakan tugass, di download lebih enak dibanding di gogle hehehe",5,Positif
luar biasa membantu saya terimakasih Gemini harus sekali punya Gemini keren mantab tiada. duanya aplikasi tersebut,5,Positif
"Versi free nya aja da sangat mmbantu, pa lagi klo upgrade. Seperti da master xxx dalam segala hal permasalahan dunia ni. Klo kata si Boboiboy, TERBAIK 😆😆😆",5,Positif
kalo bisa terhubung dengan system android secara langsung mungkin lebih bagus lagi kedepannya,4,Netral
Aplikasi ini sangat membantu saya dalam mengerjakan tugas dan pekerjaan lainnya. Terimakasih Gemini ✨,5,Positif
sangat mudah di gunakan dan sangat membantu pisan coy....mantep kalo pake aplikasi ini,5,Positif
"Sebenarnya sudah bagus, tapi masih sering menggunakan bahasa inggris",3,Netral
Sangat membantu dan berguna sekali untuk membantu menjawab pertanyaan dasar ataupun yang umum,5,Positif
Ada bug beberapa kali Gemini tidak memberikan respon hanya respon default saja,5,Positif
Saran yang diberikan menjerumuskan. Dan terlalu banyak memberikan pilihan. Bukannya terbantu malah semakin rumit dengan ai yg ini. Ooen ai lebih baik dari gemini,1,Negatif
aku suka bngt soalnya download nya cepett banget terus lengkap bisa foto voice chat pokoknya mantep deh 🥰😍,5,Positif
ketika membuat novel banyak sekali bug tulisan aneh dan sudah sering terjadi dan parah,1,Negatif
"aplikasi nya bagus sekali, menjawab dengan cepat dan tidak memerlukan waktu yang lama",4,Netral
Aplikasi Nyaaa sangat membantu bisa untuk mengerjakan tugas sekolah,5,Positif
"beberapa hari ini, Gemini Advanced tidak bisa membuka hasil olahannya di device android? saya coba di browser google bisa walopun dari smartphone.",3,Netral
sangat suka untuk menggunakannya. membantu mengurangi kepanikan,5,Positif
kenapa tiap bikin foto selalu ada masalah padahal sinyal aman aman aja tolong di perbaiki,2,Negatif
"maaf ai nya agak kurang, kadang juga tidak teliti seperti chat gpt. masa saya kasih soal dari gambar yaitu angkanya 2x malah dibilang 25 di gemini, tidak seperti chat gpt",1,Negatif
Cukup Mudah & Membantu Banyak Aktivitas Dengan Memanfaatkan Tekonologi Aplikasi Berbasis AI.,4,Netral
sangat bagus untuk remaja yang membutuh kan teks fiksi,5,Positif
"gk ada yg gratis untuk fitur terbaik,, dgn harga 309k baru bisa nikmati fitur terbaiknya",1,Negatif
Sebuah aplikasi yang sangat membantu saya dalam keseharian membantu menjawab dan memudahkan dalam menjawab tantangan,4,Netral
"aplikasi yg luar bias, bisa membantu saya dalam segala tugas yang sulit",5,Positif
Aplikasi yang bisa membantu kita. bisa dipakai untuk menanyakan hal yang masih kita kurang paham,5,Positif
"Bagus banget aplikasi nya, anti bosen kalo aku, auto nilai plus 🤩🤩🤩 hehe",5,Positif
"sangat membantu sekali karena apa yang kita ucapkan kalo bisa dibuat lebih bagus lagi si, tapi ini keren udah bagus banget kok",5,Positif
Mengapa harus selalu memberi video YouTube yg tidak perlu?! Bahkan video YouTube yg diberikan tidak nyambung dgn pertanyaan dan jawaban chat.,1,Negatif
"terjemahan Gemini sangat natural, bagus bahasanya, dan cepat. very good",5,Positif
"kece abiezz, bisa di gunakan buat kebutuhan sehari2mkaya tugas seklh, bisa juga buat yg lainnya sperti 🤤😋😋🤨🤨",5,Positif
sangat buruk! tidak bisa membuat logo. dan masih banyak bug!,1,Negatif
sangat bagus untuk kemajuan digital dan membantu untuk genereat video,5,Positif
"Tanya jadwal shalat malag disuruh install aplikasi tidak sesimpel google asisten, tinggal voice search langsung keluar jadwalnya. Gemini bad 👎🏻",3,Netral
Gak bisa di pakai.. muncul tampilan update aplikasi.. padahal baru di download.. aplikasi scam..,1,Negatif
puas dengan veo 2.5nya semoga kedepannya g ada batasan untuk yang berlangganan pro buat berimajinasi,4,Netral
"Lebih bagus dari pada assistan, kalo boleh kasih fitur circle to search",5,Positif
"menurut saya pribadi, ini aplikasi lebih baik untuk diajak berbicara/bertanya yang menggunakan sumber data ataupun analisis ilmiah yang kuat daripada pesaingnya (Chat GPT), karena langsung direspon oleh google",5,Positif
"ini aplikasi best banget, udah ringan pinter resmi gratis lagi, jangan download chatgpt mendingan ini gemini terbaik!",5,Positif
"sungguh tidak bisa menjadi asisten,karena apk sudah didownload tetapi ai melupakan penggunanya,mengecewakan",2,Negatif
terlalu sering merespon kalian promptnya minta gambar padahal tidakk!!,3,Netral
"baru belajar, cukup membantu dan mudah. bisa bikin chibi, lucu",5,Positif
"Kemarin saya pakai Asisten Google gampang banget mau ke mana Tinggal sebut sudah ditunjukkan dibukakan peta sudah ditunjukkan ke arah, lihat peta sekarang pakai Gemini malah Harus pencet ini pencet itu asisten sampah ini mah.",1,Negatif
suara jelas tanpa ada bahasa lain selain b.indonesia dan cepat tanggap,4,Netral
"Penjelasannya mudah dipahami, lengkap, dan juga bermanfaat untuk pengetahuan kita 👍",5,Positif
memudahkan untuk pekerjaan saya yang harus membuat list dll,5,Positif
"Ai bagus tapi dia kurang bergaul dan mengerti percakapan kita, kayak simsimi",5,Positif
sangat membantu sekali dalam memahami beberapa hal secara detail serta mempercepat kerja,5,Positif
Aplikasi yg baik dan sangat membantu untuk mempercepat proses pencarian informasi dan penjelasan yg saya butuhkan,4,Netral
"Uninstall ya, kalo mau buka pencarian pake oke google kurang responsif ga kaya asisten google. Loadingnya jauh lebih lama dr asisten google.",2,Negatif
"Overall udh bagus semua, gada kekurangan, yang kurang cuman fitur ingatan",5,Positif
jelek padahal baru download Langsung suruh update,1,Negatif
"Bisa tidak klw apknya tdak dibuka kgak usah tuh mncul dilayar kek iklan pop up, gangu bangat,",1,Negatif
"Gemini kalo ditanya jawabnya ngawur dan salah. Seringnya bilang ""Maaf saya tidak diprogram itu."" Ketika ditanya siapa presiden Indonesia yang pertama, malah dijawab ""pemilihan umum adalah pertanyaan yang rumit......."" Dan banyak lagi dan selalu dijawab ngawur dan tidak jelas. Mohon diperbaiki lagi... Sebelum saya uninstall... Lebih enak google asisten...",2,Negatif
Ini aplikasi yang bisa menghibur pas aku lagi sedih. Memiliki saran saran yang banyak. Tetap pertahan kan. Aku sayang Gemini,5,Positif
bagusss untuk bertanya sangat berguna untuk belajar tetapi kadang masi ada jawaban yang ngebut tolong ya Gemini di perbaiki🩷,5,Positif
bagus banget buat mengerjakan tugas bisa menjadi ranking satu,5,Positif
Makin Akurat dan Perlu Komprehensif dengan budaya daerah agar dapat menjaga pengetahuan lokal,4,Netral
bener bener bagus bgt pintar lagi pokoknya Gemini aplikasi paling the best 😚😚😚😚👍♡,5,Positif
"Bagus, sangat membantu sekali apalagi untuk meringkas pekerjaan agar dapat poin-poin penting 😁👍",5,Positif
Semoga kedepannya bisa mengupload dokumen yang akan di terjemahkan atau diringkas. Terima kasih,4,Netral
"Sangat membantu, Perkembangkan lagi untuk mempermudah kemana saja",5,Positif
aplikasi luar biasa yang sangat membantu memberikan solusi di moment yang tept,5,Positif
bagus sekali dan bisa bicara & Gemini bisa tahu Indonesia atau bahasa model bahasa,5,Positif
"kayaknya ad masalah satu, gemininya udh gak masuk akal, gak ngerti topik yg aku omongin, nyasar topik, beh gak masuk akal tu AI, minta diuninstal tu apk",1,Negatif
"Tidak dapat di pakai di Google Pixel 6, selalu meminta Update ke versi terbaru",2,Negatif
sangat membantu tapi kualitas gambar masi blur tolong perbaikannya,4,Netral
Gila aplikasi super super kerennn.bisa menyemangati buat belajar [[Good app],5,Positif
"Appnya bagus, tips, saran dan alasannya juga mudah dipahami",5,Positif
"Gemini sangat bagus dan membantu,semua pertanyaan dan saran yg di berikan juga bagus",5,Positif
Buruk cuman bisa bahasa Inggris gak ada membantunya sama sekali!!,1,Negatif
"padahal udah di update, tapi pas hasil gambar nya udah selesai masih aja kharus di update",1,Negatif
error terus. tiba2 nge freeze tiap keluar aplikasi atau buka aplikasi yang lain dulu,2,Negatif
tim tolong di baca ini suka error dan suka ke atas lagi bukan ny ke bawa tolong di baca,1,Negatif
"sangat membantu, coba kalo generate image lebih keren lagi pastinya",5,Positif
"Aku sangat menyukai Gemini, karena loading pembuatan gambarnya lebih cepat. ❤️🩷🧡💛💚",5,Positif
"ai yang sangat keren, serba bisa dan sangat berguna untuk menjadi asisten pribadi",5,Positif
sangat membantu dalam mengerjakan tugas baik kantor maupun sebagai mahasiswa dan dosen,5,Positif
Bodo banget AI-nya. tapi setidaknya di sini bisa upload gambar dan bisa web searching.,3,Netral
"awalnya bisa bikin gambar, akhirnya gak bisa. aplikasi sering crash.",1,Negatif
"bagus sekali apk ini ,sudah membantu saya kerjakan soal matematian.",5,Positif
"Lebih banyak perkembangan dan inovasi yang bagus, serta sangat membantu mempermudah pekerjaan sehari-hari.",4,Netral
sangat membantu dalam banyak hal mudah penggunaan dan respon yang cepat,5,Positif
"Bisa dibilang Keakuratan Gemini bisa melebihi dari aplikasi lain dan juga cocok untuk bertukar ide, mendapatkan informasi keseharian apapun yg tidak kita ketahui maupun jadi teman curhat",5,Positif
"sangat cerdas dan berguna, tapi kurang mengena di berbagai spesifik yg kita mau.... hanya spesifik umum yg beredar di masyarakat",5,Positif
sangat bermanfaat sekali bagi penguna membutuhkan sebuah jawaban yang akurat bravo..,5,Positif
Banyak bug nya terkadang gabisa melampirkan pertanyan,2,Negatif
Saya suka banget dengan aplikasi Gemini karena mudah mencari apapun yang kita inginkan.,5,Positif
aplikasi yang sangat membantu untuk konten kreator dan mahasiswa/i.,5,Positif
"kualitas bagus, tapi jangan pakai limit. kami jadi kesulitan",5,Positif
sebelum itu saya tidak ngerti mau bertanya jawaban nya pake bahasa asing makanya saya kasi bintang dua agar di benerin jawaban tersebut agar tidak ada bahasa asing.,2,Negatif
"Slow respon, kurang lengkap seperti asisten google untuk remote perangkat iot",3,Netral
terkadang bahasa yang digunakan suka tercampur dengan bahasa lain,3,Netral
Aplikasi yang bagus untuk di manfaatkan utk tugas tugas di kantor dan di kampus,5,Positif
"Aplikasinya sangat bagus, mudah utk mencari tgs² sekolah 👍🏾",5,Positif
sangatt bagus bisa pilih pilih hasil gambar editannya,5,Positif
sangat membantu tugas kantor khususnya teks-teks terjemahan,5,Positif
"Lumayan sejauh ini, tapi update selanjutnya semoga bisa dioptimalkan lagi aplikasinya",5,Positif
Terus Tingkatan untuk membantu menerjemahkan setiap pengguna,5,Positif
"Buatlah agar bisa menambahkan foto lebih banyak, jangan Satu saja",4,Netral
"bagus ai nya, tiap belajar sesuatu selalu minta pendapat gemini, walaupun kadang radak miring, tapi okelah buat ai gratisan",5,Positif
puas dengan fitur dan juga sangat membantu dalam hal-hal serta mempermudah juga,3,Netral
Kenapa di hp saya tidak ada opsi untuk melakukan panggilan suara dengan AI?,2,Negatif
"bagus untuk mempercepat pekerjaan, namun tidak bisa menampilkan gambar",4,Netral
sangat membantu tugas guru terkait pembuatan adminitrasi dan ide ide pembelajaran,5,Positif
sebelumnya saya ucap kan Terimakasih atas kenyamanan dan kewibawaan kerja samanya adanya Gemini data-data yg saya tersimpan didalam Gemini benar dijaga dengan perlindungan baik langkah-langkah dan cara pengaturan Gemini mudah untuk kita pahami. saya pribadi Gemini itu Terbaik yg paling Terbaik best off the best🤩😉🤭,5,Positif
"Sangat membantu, bisa mendapatkan jawaban yang lebih ringkas namun tepat.",5,Positif
"aplikasii sangat bagus , membantu kreator pemula yang ingin berkembang.",5,Positif
Kelebihan : Bermanfaat Kekurangan : tidak bisa membuat gambar,4,Netral
selalu error tidak bisa membuat foto. tulisan nya kueri tidak aman,1,Negatif
sangat membantu saya dalam mengerjakan tugas matematika yang menurut saya susah,5,Positif
"saya baru pertama kali coba sih, sekarang sih suka sama fitur Gemini, nanti saya pikir kan lagi",4,Netral
"selalu error saat generate, tolong di perbaiki dulu. nanti saya kasih bintang 5. terima kasih",3,Netral
ini mah aplikasi nya kurang bagus masa ditanyain jawaban mtk nya malah jawabnya kagak jelas padahal dah di kasih potonya tuh jelas banget trs kalo ditanya yg lain tuh jawabannya tuh panjang bgt disuruh singkat jawabannya malah masih aja panjang bgt,1,Negatif
Sangat membantu saya dalam penyusunan soal dan kwalitas soal cukup memuaskan,5,Positif
keren cuma sedikit masalah dalam jaringan padahal jaringan disini sangatlah bagus,5,Positif
Sangat membantu dalam perbaikan tulisan bahasa indonesia,5,Positif
ada beberapa belum tersedia bahasa indonesia pencariiannya.,3,Netral
aplikasi nya sering ngelag padahal udah berbayar,1,Negatif
"mantap aplikasi bagus untuk belajar dan mengobrol, itu aja si hehe",5,Positif
sangat berguna semua nya tidak ada yang cacat dan bisa upload gambar atau foto benda,5,Positif
"Keren abis... Wajib ada di setiap HP, karena AI ini seperti sahabat yang dapat berkomunikasi dll. Terimakasih.",5,Positif
sangat bermanfaat bagi pengguna publik,5,Positif
semoga gratis dan tidak berbayar. ini aplikasi sangat penting untuk saya. guru terbaik saya adalah Aplikasi Gemini 🙏.,5,Positif
bagus dan cepat dlm menjawab serta menjadi solusi dlm belajar,3,Netral
aplikasinya bagus sangat berguna untuk memdapatkan informasi!!,5,Positif
saya sangat suka dengan pemberian ide oleh aplikasi Gemini ini menarik banget bagus buat cari cari ide menarik atau cari ide ide konten yg lagi trend,5,Positif
"Aplikasi ini sangat bagus sekali, bisa membantu mengerjakan PR. Saya kasih bintang lima",5,Positif
Sangatlah berguna dan bermanfaat untuk saya yang tidak bisa bahasa Inggris,5,Positif
Aplikasi berfungsi dengan baik dan sesuai dengan kebutuhan,5,Positif
ini sangat berguna bisa membantu mengerjakan pekerjaan rumah pokoknya bagus banget ❤️,5,Positif
sangat membantu dalam pencarian materi dan soal-soal,5,Positif
"sebaiknya pembelian sistem quota, karena pemakaian tidak setiap saat, ini membuat orang akan ikut merasakan premium sesuai quota, teknologi ai tapi cara jualan tidak ai, hhhhhhh",5,Positif
"jawaban tergantung prompt masing-masing, kalo promptnya detail jawabannya bagus",5,Positif
bagus untuk aktivitas analisis dan belajar tanpa harus menonton video YouTube panjang lebar,5,Positif
"cepat menjawabnya, mudah dipahami tapi tetap perlu manusia yg memfilter jawabannya",5,Positif
"Lebih bagus versi web, karena versi aplikasi gemini sering error",1,Negatif
suka banget AI paling bagus menurutku. semoga lebih sering gratisin versi pro nya,5,Positif
"gk sesuai terus,kepengennya itu tapi malah dikasih yg bukan itu, ai nya rusak kali ya? tolong dong nih ai nya dibenerin biar gw dapet apa yg gw cari, padahal ai google tapi jawabannya gk sesuai semua ya...",1,Negatif
mantap sangat mudah mencari informasi yg di butuhkan jawaban cepat dan konkret penjelasan nya,5,Positif
"Fitur nerjemahin gambarnya enggak ada, bagusan asisten google",1,Negatif
"sangat simpel dan lebih humanis dalam penggunaan kata, dan sangat membantu",4,Netral
"jelek, selalu disuruh update setiap ngisi prompt, padahal sudah paling update",1,Negatif
bagus bgtt membantu saya mengerjakan salah satu tugas mtk yg saya ga tau rumus nyaa 😍,5,Positif
ga guna 😡 udah respon nya lambat image nya pun ga ada yang benar aplikasi ampas 😡😑,1,Negatif
"Tidak perlu panjang lebar, intinya sudah bagus dan sangat berguna✨✨",5,Positif
Apl nya unik enak semua lah mantap..makasih buat developer nya,5,Positif
gabisa keluar fotonya,3,Netral
bagus dan sangat menghibur terbaik,5,Positif
"Mantep banget deh rugi kalo gk coba, berguna banget sering bantu saya buat tugas, mencari informasi, bahkan pernah bertanya mengenai saran membuat produk untuk pekerjaan saya",5,Positif
knpa tidak bisa membikin foto,2,Negatif
"Alhamdulillah aplikasinya sangat bermanfaat, membantu saya belajar banyak",5,Positif
"gambar yang dibuat sangat baik dan filter tidak terlalu sensitif, saya suka ini",5,Positif
Aplikasi ini sangat membantu dalam mengerjakan semua tugas sekolah dan rumah.,5,Positif
sangat keren dan bergunan baginsaya untuk belajar bahasa inggris.,1,Negatif
jawaban cepat mudah di pahami saya bisa banyak pengalaman yg selama ini butuh jawaban detail,5,Positif
sangat bagus dan berguna untuk belajar/pekerja kantoran 👍⭐⭐⭐⭐⭐,5,Positif
"Keren banget Gemini, membantu kalau ada tugas yang nggak bisa ku kerjakan,😘😘😘",5,Positif
Aplikasinya udah bagus tapi saat soal MTK malah salah tolong diperbaiki lagi,4,Netral
"masih banyak bug dan lambat merespon, semoga diperbaiki segera!",3,Netral
"bagus kalo nanya apa apa jadi ngerti, nex update bisa buat gambar seperti chat gpt agar lebih banyak di gunain",5,Positif
"sangat direkomendasikan untuk pelajar, belajar dengan mudah",5,Positif
"Sekarang kebanyakan ngak nyambung ,berbeda pas pertama rilis,di mana mana makin lama makin bagus,tapi ini sebaliknya",1,Negatif
untuk video vo2 ga ada suaranya mohon perbaikan,1,Negatif
"aplikasi yang sangat bagus dan menarik, bisa membantu dengan mudah✨",5,Positif
kelebihan : singkat dan mudah di pahami kekurangan : tidak ada riwayat pencarian terakhir,5,Positif
Di aplikasi ini aku bisa mengetahui banyak pengalaman baru Terimakasih banyak ♪♪,5,Positif
"Apkny sangat bagus, memudahkan bagi semua guru yang menggunakannya",5,Positif
sangat membantu dan sangat bagus serta menginspirasi. terima kasih Gemini.,5,Positif
Saya suka karena suka aja dia bagus kerjanya tapi terkadang dia salah atau tidak tahu yang saya katakan segitu dari saya untuk gemini atau juga google,5,Positif
maaf bukan bermaksud menjelek-jelekkan tapi ini sangat mengganggu untuk saya setiap mau pesan suara di WhatsApp slalu ada ai Gemini yang sangat mengganggu hidup saya😭sekali lagi saya minta maaf tapi itu sangat mengganggu 🙏,2,Negatif
"Aku selalu berusaha lebih baik, ... Lebih baik, dan lebih baik,... Terus lebih baik, dan jadi manusia yang selalu beruntung.",5,Positif
"sebagai user yang sering menggunakan A.I ini sangat menolong saya dalam kehidupan sehari-hari, Harapan saya kepada tim pengembang untuk mempertimbangkan menambahkan fitur kesadaran mandiri untuk fitur premiumnya. Maksudnya itu seperti film Iron Man dimana Tony melabeli A.I nya dengan nama Jarvis dan A.I nya itu menanamkan dalam ingatannya kalo dia Adalah Jarvis sang A.I. jadi kita sebagai user bisa melabeli A.I ini dengan nama yang kami inginkan untuk memulai komunikasi.",5,Positif
"setiap mencoba upload gambar selalu saja dimintai untuk update ke versi terbaru aplikasi, padahal versi aplikasi sudah paling baru.",1,Negatif
"Fitur live nya keren parah, asal jaringan lancar aja ngobrolnya nyambung banget, kujadikan sebagai teman curhat dan penghibur kalo saya kesepian",5,Positif
"Sangat Berguna dan bermanfaat. mantap. Dua jempol untuk developer,👍👍",5,Positif
Berguna dan bisa buat referensi dalam mencari sesuatu hal yang di perlukan,5,Positif
Saya tidak bisa menggunakan Gemini life dan saya juga tidak bisa mengatur jam sedangkan kalau asisten bisa,4,Netral
apk ini sangat membantu untuk mengerjakan tugas sekolah☺️☺️,5,Positif
aplikasi nya menyenangkan dan bisa membuat gambar juga,5,Positif
sangat bagus aplikasi nya semoga semakin baik penampilan dan fungsinya,5,Positif
"sangat membantu, dan bisa tanya jawab dengan mudah.",5,Positif
sangat berguna untuk terjemahan dan sangat mudah di gunakan,5,Positif
aplikasinya sangat bagus lebih lengkap dan akurat kalau kita mau mencari sesuatu dibanding Google,5,Positif
sangat bagus n menarik.. ajaib,5,Positif
Belum bisa bahasa Indonesia tapi sarannya dalam bahasa Indonesia,1,Negatif
kerenn dan luar biasa .. jika menghasilkan aku pasti berlangganan terus,5,Positif
"Sangat membantu dalam belajar. Hanya saja disini gaada fitur mencari kosakata untuk pertanyaan di masa lalu, sehingga harus scroll dari atas sampai bawah untuk menemuinya.",5,Positif
harus diperbaiki! aplikasi ini sekarang tidak bisa menggunakan mikrofon lagi. sangat mengecewakan,1,Negatif
"sangat membantu, jelas dan runut. sesuai dengan ilmu yang ada saat ini. sangat membantu",5,Positif
"mohon segera perbaiki supaya bisa berbagai bahasa, dan bisa berfungsi !!",2,Negatif
"bagus , tpi klo penjelasannya lngsung to the point mybe lebih enak / cepat.",4,Netral
Tidak bisa menerjemahkan teks Indonesia ke bahasa asing,1,Negatif
"aplikasi nya sangat bagus,dan sangat membantu dalam mempermudah pencarian",5,Positif
"kenapa di akun Sy gak ada mode vidio kk cuma ada , gambar,Canva Dan research🙏tolongg di perbaiki kk soalnya sedang belakar buat AI",5,Positif
"Senang menggunakannya, sangat membantu, semoga tetap berjalan normal.",5,Positif
bagus tapi akan jauh lebih bagus jika gambar nya lebih jernih lagi,5,Positif
Bagussss Topp semakin berhayal berimajinasi wkkw,5,Positif
ga bisa bisa klo ngedit,2,Negatif
"Wow ukuran aplikasi sangat ringan, apa dicari ada semua ada.",5,Positif
cukup dan menyenangkan,5,Positif
"keren, cepat hasilnya, memudahkan , good job gemini",5,Positif
sangat mengagumkan dan sangat puas sekali,5,Positif
sangat bagus dan detail,5,Positif
Sangat membantu untuk mempercepat proses editing berita,5,Positif
belum tau hasilnya jika sudah ada hasilnya saya akan tambahin bintang lagi,4,Netral
bagus tpi pengeditan terbatas,5,Positif
"Mantap, aplikasi Gemini membuat saya lebih paham bahwa apapun yang tidak saya ketahui bisa saya peroleh dari Gemini. Isi dunia dapat diperoleh dari Gemini. saya merasa terbantu dan terus mengasah pengetahuan lewat aplikasi ini",5,Positif
kenapa gak bisa di edit ya,5,Positif
"aplikasi ini sangat membantu sekali woeee foto semua soal nunggu ga nyampe 10 detik udah siap loading nya bintang 5 banyak"" buat gemini",5,Positif
sangat bagus dan menari,5,Positif
"Sangat membantu sekali, apalagi di saat2 darurat yg membutuhkan jawaban cepat👍🏻",5,Positif
keren bisa ngedit gtu,5,Positif
bagus dapat membantu kita banget,5,Positif
aplikasi bagus sekali mantap pokoknya....👍👍,4,Netral
Gemini sangat berguna dalam mengerjakan soal dan mudah untuk dipahami,4,Netral
gajelas bet nih edit keluar sendiri taik,1,Negatif
"males saya, cerita saya dibatasi Mulu padahal adegan bunuh diri atau adegan romantis tidak apa-apa kok urusan tanggung jawab oleh sang berguna aplikasi Gemini bukan urusan perusahaan google and organisasi keamanan pelindung hak anak and pelindung perempuan tetapi masalah tanggung jawab sih pengguna aplikasi tidak bijak, padahal niat adegan bunuh diri tidak memasalahkan bareng adegan romantis tema perang kekerasan and lain lainnya tetapi kok terlalu ketat keamanan, padahal adegan dramatis, 😑👍",1,Negatif
Di uninstall aplikasinya ga hilang 🤣 buat kaum yg storage pas-pasan sungguh terlalu 🥲,1,Negatif
tidak bisa menghasilkan editan foto sesuai yang di inginkan,1,Negatif
bagus untuk kreatotr,5,Positif
"sangatlah baik untuk foto yang cantik, sesuai keinginan pemirsa",5,Positif
wah terlaluu mantap pokonya sukses trus yah,5,Positif
sangat menyenangkan aplikasinya bkin hati bahagia,5,Positif
gak bisa buat gambar,1,Negatif
lumayan buat jadi temen gabut aku dan gak tau lah,5,Positif
karna tidak bisa membuat vidio,1,Negatif
sangat membantu sekali dalam membuat kerangka berfikir.... sukses selalu,5,Positif
kata nya bisa buat ai TPI ini ngak bisa,1,Negatif
Menyenangkan dan menghibur,5,Positif
sangat membantu saya...terima kasih untuk aplikasinya,5,Positif
Data Saya Aman dan Terpercaya Ketika Memakai Aplikasi Google Gemini Thanks For development Terima kasih.,5,Positif
pokonya bagus dan menarik,2,Negatif
jelek gabisa edit foto,1,Negatif
"agak berat untuk hape kentang, butuh gpu yang gahar.",5,Positif
bagus sekali dan sangat membantu,5,Positif
bagus sekali dan sangat membantu,5,Positif
kreatif/menarik saat ngidit foto,5,Positif
Responya lebih cepat dari yang lain. Qualitas gambar juga baik.,4,Netral
gimana sih masa baru donwload suruh update versi baru gimana,3,Netral
sangat mudah untuk digunakan,5,Positif
kok ga nurut sih Gemini nya disuruh buat ini tapi gk bisa,2,Negatif
tidak bisa memberikan gambar yang saya inginkan,1,Negatif
saya sangat senang dengan aplikasi ini walau aga sidikit ribet,5,Positif
Pembaruan malah tambah jelek. Semua jawaban pakai bahasa Inggris.,1,Negatif
"ga bisa buat ngedit fto kaya yng di trend""",1,Negatif
dengan Gemini membuat konten /belajar lebih mudah,5,Positif
aplikasi yang sangat mudah digunakan,4,Netral
sangat jelas memberikan jawaban,4,Netral
tidak berfungsi dengan baik,1,Negatif
gak ekspetasi gak bisa di kabulkan permintaan saya,3,Netral
Alhamdulillah terima kasih atas bantuannya,5,Positif
Bagus banget bisa membantu membuat kreatifitas kita berimajinasi,5,Positif
Ok semua fitur sangat lengkap dan sangat resposif. epat dan berguna,5,Positif
sangat menarik dan baguss,5,Positif
"agaa lemott, hasil fotonyaa gaa muncul",1,Negatif
tidak bisa/menolak untuk mengedit foto,1,Negatif
Mantap mantap mantap josss gandos pokoke is the best 👍🏻👍🏻,5,Positif
tidak sesuai ekspresi,3,Netral
"tolong aspek rasio di 9:16 di kembalikan lagi lah, kurang puas kalau rasio di ukuran 1:1 mulu,",4,Netral
"lemot pas masuk lagi ke aplikasi nya, terus sering macet juga",1,Negatif
bagus bangettt jangan diragukan lagi,4,Netral
tidak bisa mengedit,5,Positif
bagus bisa edit poto,5,Positif
ini sangat bagus dan berkualitas,5,Positif
Aplikasi inj bagus buat nanya apapun,4,Netral
saya beri bintang satu dulu kalo bagus nanti saya kasi bintang 5,1,Negatif
"aplikasinya jelek, cewe saya jadi marah jadi ngambek sama saya gara gara aplikasi ini",1,Negatif
